id,title,summary,categoryList,bboxKML,bboxWKT,metadataURL
"ca03d849-eabf-4320-9649-5e798d724653","Toporama - 059D10","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 059d10, localisations--continent--amerique-du-nord--canada--nunavut, locations--continent--north-america--canada--nunavut, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/ca03d849-eabf-4320-9649-5e798d724653.xml"
"8a8deec0-b483-4b4e-b889-d04f03be4b26","Toporama - 072G03","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 072g03, localisations--continent--amerique-du-nord--canada--saskatchewan, locations--continent--north-america--canada--saskatchewan, wideview, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/8a8deec0-b483-4b4e-b889-d04f03be4b26.xml"
"03bb11b0-fd63-4dbe-b150-7ea797869542","Toporama - 026N11","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 026n11, localisations--continent--amerique-du-nord--canada--nunavut, locations--continent--north-america--canada--nunavut, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/03bb11b0-fd63-4dbe-b150-7ea797869542.xml"
"d9f4dff5-f12f-40e8-9580-0438161b9182","Toporama - 096N12","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 096n12, localisations--continent--amerique-du-nord--canada--territoires-du-nord-ouest, locations--continent--north-america--canada--northwest-territories, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/d9f4dff5-f12f-40e8-9580-0438161b9182.xml"
"d2f72691-c0f4-45dc-b092-a06ca481ffd5","Toporama - 088G15","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 088g15, localisations--continent--amerique-du-nord--canada--territoires-du-nord-ouest, locations--continent--north-america--canada--northwest-territories, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/d2f72691-c0f4-45dc-b092-a06ca481ffd5.xml"
"586d3856-78e3-40ac-b221-08975b90fce0","Toporama - 075N11","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 075n11, localisations--continent--amerique-du-nord--canada--territoires-du-nord-ouest, locations--continent--north-america--canada--northwest-territories, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/586d3856-78e3-40ac-b221-08975b90fce0.xml"
"7ca7035f-fc40-440c-ac51-080fc435e3a5","Toporama - 083H15","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 083h15, lamont, localisations--continent--amerique-du-nord--canada--alberta, locations--continent--north-america--canada--alberta, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/7ca7035f-fc40-440c-ac51-080fc435e3a5.xml"
"c69c44d4-f72b-42ff-b5b9-895a5fbf402a","Toporama - 093N02","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 093n02, chuchi-lake, localisations--continent--amerique-du-nord--canada--colombie-britanique, locations--continent--north-america--canada--british-columbia, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/c69c44d4-f72b-42ff-b5b9-895a5fbf402a.xml"
"74130125-e04d-49a5-8c42-8181e8206df0","Toporama - 013N12","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 013n12, localisations--continent--amerique-du-nord--canada--terre-neuve-et-labrador, locations--continent--north-america--canada--newfoundland-and-labrador, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/74130125-e04d-49a5-8c42-8181e8206df0.xml"
"3336cfde-2234-46c3-ae07-3512883fcfc4","Toporama - 023G13","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 023g13, lac-descayrac, localisations--continent--amerique-du-nord--canada--quebec, localisations--continent--amerique-du-nord--canada--terre-neuve-et-labrador, locations--continent--north-america--canada--newfoundland-and-labrador, locations--continent--north-america--canada--quebec, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/3336cfde-2234-46c3-ae07-3512883fcfc4.xml"
"e4fdedc0-0416-42f7-977e-41d4df307946","Toporama - 063G05","Toporama is a digital topographic reference product developed by Natural Resources Canada (NRCan). It covers the entire area of Canada's landmass and provides topographic, geo-referenced, and symbolic information in a raster format. The delimitation, content and representation of this product are similar to those of 1:50,000 scale topographical maps. Toporama is published as an edition (or  release ) approximately every six months. It is available free of charge through the GeoGratis portal (www.GeoGratis.gc.ca) in GeoTIFF format, which is a geo-referenced raster format. Toporama is available in the following spatial reference systems: Universal Transverse Mercator (UTM) and geographic (latitude and longitude). Toporama is a product aimed at the general public that can be used by GPS system users who need a geo-referenced raster map product.","government-of-canada-natural-resources-canada-earth-sciences-sector-mapping-information-branch-centre-for-topographic-information---sherbrooke, 063g05, localisations--continent--amerique-du-nord--canada--manitoba, locations--continent--north-america--canada--manitoba, perch-lake, toporama, mapdigital-cartenumerique","<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.5,43.75 -100,43.75 -100,77.75 -99.5,77.75 -99.5,43.75</coordinates></outerBoundaryIs></LinearRing></Polygon>","POLYGON((-99.5 43.75,-100 43.75,-100 77.75,-99.5 77.75,-99.5 43.75))","http://geogratis.gc.ca/api/en/nrcan-rncan/ess-sst/e4fdedc0-0416-42f7-977e-41d4df307946.xml"
